assay_type,canonical_smiles,molecule_chembl_id,standard_type,standard_units,standard_value,type,units,value,query_label,query_standard_type,units_hint,dataset
A,CC1(c2nc(C(=O)NCc3ccc(F)cc3)c(O)c(=O)[nH]2)CCCCN1,CHEMBL565220,permeability,10'6cm/s,1.9,permeability,10'6cm/s,1.9,caco2_permeability,Permeability,(cm/s),ChEMBL
A,CN1CCCCC1(C)c1nc(C(=O)NCc2ccc(F)cc2)c(O)c(=O)[nH]1,CHEMBL549309,permeability,10'6cm/s,2.2,permeability,10'6cm/s,2.2,caco2_permeability,Permeability,(cm/s),ChEMBL
A,CC(=O)N1CCCCC1(C)c1nc(C(=O)NCc2ccc(F)cc2)c(O)c(=O)[nH]1,CHEMBL563757,permeability,10'6cm/s,6.3,permeability,10'6cm/s,6.3,caco2_permeability,Permeability,(cm/s),ChEMBL
A,Cc1nc(C)c(C(=O)N2CCCCC2(C)c2nc(C(=O)NCc3ccc(F)cc3)c(O)c(=O)[nH]2)s1,CHEMBL550202,permeability,10'6cm/s,40.5,permeability,10'6cm/s,40.5,caco2_permeability,Permeability,(cm/s),ChEMBL
A,CN1CCCCC1(C)c1nc(C(=O)NCc2ccc(F)cc2)c(O)c(=O)n1C,CHEMBL562482,permeability,10'6cm/s,15.3,permeability,10'6cm/s,15.3,caco2_permeability,Permeability,(cm/s),ChEMBL
A,CC(=O)N1CCN(C)CC1(C)c1nc(C(=O)NCc2ccc(F)cc2)c(O)c(=O)[nH]1,CHEMBL559492,permeability,10'6cm/s,21.3,permeability,10'6cm/s,21.3,caco2_permeability,Permeability,(cm/s),ChEMBL
A,CN1CCN(C(=O)c2cnccn2)C(C)(c2nc(C(=O)NCc3ccc(F)cc3)c(O)c(=O)[nH]2)C1,CHEMBL551942,permeability,10'6cm/s,5.4,permeability,10'6cm/s,5.4,caco2_permeability,Permeability,(cm/s),ChEMBL
A,CC(=O)N1CCN(C)C(C)(c2nc(C(=O)NCc3ccc(F)cc3)c(O)c(=O)n2C)C1,CHEMBL549592,permeability,10'6cm/s,5.7,permeability,10'6cm/s,5.7,caco2_permeability,Permeability,(cm/s),ChEMBL
A,CN1CCN(S(=O)(=O)N(C)C)CC1(C)c1nc(C(=O)NCc2ccc(F)cc2)c(O)c(=O)n1C,CHEMBL562595,permeability,10'6cm/s,57.6,permeability,10'6cm/s,57.6,caco2_permeability,Permeability,(cm/s),ChEMBL
A,CN1CCN(S(C)(=O)=O)CC1(C)c1nc(C(=O)NCc2ccc(F)cc2)c(O)c(=O)n1C,CHEMBL564267,permeability,10'6cm/s,34.3,permeability,10'6cm/s,34.3,caco2_permeability,Permeability,(cm/s),ChEMBL
A,O=C(NCc1ccc(F)cc1)c1nc(C2CCCN2)[nH]c(=O)c1O,CHEMBL564984,permeability,10'6cm/s,0.7,permeability,10'6cm/s,0.7,caco2_permeability,Permeability,(cm/s),ChEMBL
A,CC(=O)N1CCCC1c1nc(C(=O)NCc2ccc(F)cc2)c(O)c(=O)[nH]1,CHEMBL563628,permeability,10'6cm/s,3.5,permeability,10'6cm/s,3.5,caco2_permeability,Permeability,(cm/s),ChEMBL
A,O=C(NCc1ccc(F)cc1)c1nc(C2CCCCN2)nc(O)c1O,CHEMBL227497,permeability,10'6cm/s,0.07,permeability,10'6cm/s,0.07,caco2_permeability,Permeability,(cm/s),ChEMBL
A,CN1CCCCC1c1nc(O)c(O)c(C(=O)NCc2ccc(F)cc2)n1,CHEMBL407451,permeability,10'6cm/s,0.7,permeability,10'6cm/s,0.7,caco2_permeability,Permeability,(cm/s),ChEMBL
A,CC(=O)N1CCCCC1c1nc(C(=O)NCc2ccc(F)cc2)c(O)c(=O)[nH]1,CHEMBL563898,permeability,10'6cm/s,3.74,permeability,10'6cm/s,3.74,caco2_permeability,Permeability,(cm/s),ChEMBL
A,Cc1nc(C)c(C(=O)N2CCCCC2c2nc(C(=O)NCc3ccc(F)cc3)c(O)c(=O)[nH]2)s1,CHEMBL559493,permeability,10'6cm/s,5.7,permeability,10'6cm/s,5.7,caco2_permeability,Permeability,(cm/s),ChEMBL
A,CN1CCCCC1c1nc(C(=O)NCc2ccc(F)cc2)c(O)c(=O)n1C,CHEMBL216389,permeability,10'6cm/s,15.1,permeability,10'6cm/s,15.1,caco2_permeability,Permeability,(cm/s),ChEMBL
A,CC(=O)N1CCN(C)CC1c1nc(C(=O)NCc2ccc(F)cc2)c(O)c(=O)[nH]1,CHEMBL560944,permeability,10'6cm/s,0.4,permeability,10'6cm/s,0.4,caco2_permeability,Permeability,(cm/s),ChEMBL
A,CN1CCN(C(=O)c2cnccn2)C(c2nc(C(=O)NCc3ccc(F)cc3)c(O)c(=O)[nH]2)C1,CHEMBL559494,permeability,10'6cm/s,0.4,permeability,10'6cm/s,0.4,caco2_permeability,Permeability,(cm/s),ChEMBL
A,CC(=O)N1CCN(C)C(c2nc(C(=O)NCc3ccc(F)cc3)c(O)c(=O)n2C)C1,CHEMBL394786,permeability,10'6cm/s,2.3,permeability,10'6cm/s,2.3,caco2_permeability,Permeability,(cm/s),ChEMBL
A,CN1CCN(S(=O)(=O)N(C)C)CC1c1nc(C(=O)NCc2ccc(F)cc2)c(O)c(=O)n1C,CHEMBL243365,permeability,10'6cm/s,3.2,permeability,10'6cm/s,3.2,caco2_permeability,Permeability,(cm/s),ChEMBL
A,CN1CCN(S(C)(=O)=O)CC1c1nc(C(=O)NCc2ccc(F)cc2)c(O)c(=O)n1C,CHEMBL243150,permeability,10'6cm/s,2.4,permeability,10'6cm/s,2.4,caco2_permeability,Permeability,(cm/s),ChEMBL
A,COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,CHEMBL6966,permeability,10'6cm/s,49.9,permeability,10'6cm/s,49.9,caco2_permeability,Permeability,(cm/s),ChEMBL
A,Cn1c(=O)c2nc[nH]c2n(C)c1=O.O,CHEMBL1355736,permeability,10'6cm/s,5.4,permeability,10'6cm/s,5.4,caco2_permeability,Permeability,(cm/s),ChEMBL
A,Cc1cc(CN2C(=O)C(C3=NS(=O)(=O)c4c(CNS(C)(=O)=O)cccc43)=C(O)[C@@H]2C(C)(C)C)ccc1F,CHEMBL575777,permeability,,0.09,permeability,,0.09,caco2_permeability,Permeability,(cm/s),ChEMBL
A,Cc1cc(CN2C(=O)C(C3=NS(=O)(=O)c4c(CNS(N)(=O)=O)cccc43)=C(O)[C@@H]2C(C)(C)C)ccc1F,CHEMBL582995,permeability,,0.29,permeability,,0.29,caco2_permeability,Permeability,(cm/s),ChEMBL
A,Cc1cc(CN2C(=O)C(C3=NS(=O)(=O)c4c(CN(C)S(C)(=O)=O)cccc43)=C(O)[C@@H]2C(C)(C)C)ccc1F,CHEMBL572683,permeability,,0.21,permeability,,0.21,caco2_permeability,Permeability,(cm/s),ChEMBL
A,C[C@@]1(C(=O)Nc2ccc(F)nc2)CCCN1c1nc(Nc2cc(C3CC3)n[nH]2)c2cccn2n1,CHEMBL575448,permeability,nm/s,387.0,permeability,nm/s,387.0,caco2_permeability,Permeability,(cm/s),ChEMBL
A,C[C@@]1(C(=O)Nc2ccc(F)nc2)CCCN1c1nc(Nc2cc(C3CC3)n[nH]2)c2cccn2n1,CHEMBL575448,permeability,nm/s,141.0,permeability,nm/s,141.0,caco2_permeability,Permeability,(cm/s),ChEMBL
A,Nc1nonc1/C(=N/O)NCc1ccccc1,CHEMBL585186,permeability,10'-6 cm/s,39.0,permeability,10'-6 cm/s,39.0,caco2_permeability,Permeability,(cm/s),ChEMBL
A,Nc1nonc1/C(=N/O)Nc1ccc(F)c(Cl)c1,CHEMBL584991,permeability,10'-6 cm/s,36.0,permeability,10'-6 cm/s,36.0,caco2_permeability,Permeability,(cm/s),ChEMBL
A,Cc1c(NC(=O)OC[C@@H]2COCCN2)cn2ncnc(Nc3ccc4c(cnn4Cc4cccc(F)c4)c3)c12,CHEMBL1645462,permeability,nm/s,214.0,permeability,nm/s,214.0,caco2_permeability,Permeability,(cm/s),ChEMBL
A,COc1ccc(OC)c(S(=O)(=O)Nc2cnc3ccccc3c2)c1,CHEMBL567850,permeability,%,58.0,permeability,%,58.0,caco2_permeability,Permeability,(cm/s),ChEMBL
A,COc1ccc(Br)cc1S(=O)(=O)Nc1cnc2ccccc2c1,CHEMBL569639,permeability,%,54.0,permeability,%,54.0,caco2_permeability,Permeability,(cm/s),ChEMBL
A,COc1ccc(C)cc1S(=O)(=O)Nc1cnc2ccccc2c1,CHEMBL571720,permeability,%,7.0,permeability,%,7.0,caco2_permeability,Permeability,(cm/s),ChEMBL
A,COc1cc([N+](=O)[O-])ccc1S(=O)(=O)Nc1cnc2ccccc2c1,CHEMBL571721,permeability,%,11.0,permeability,%,11.0,caco2_permeability,Permeability,(cm/s),ChEMBL
A,COc1ccc(C)cc1S(=O)(=O)Nc1cccnc1,CHEMBL572774,permeability,%,83.0,permeability,%,83.0,caco2_permeability,Permeability,(cm/s),ChEMBL
A,COc1cc([N+](=O)[O-])ccc1S(=O)(=O)Nc1cccnc1,CHEMBL576494,permeability,%,51.0,permeability,%,51.0,caco2_permeability,Permeability,(cm/s),ChEMBL
A,CC(=O)Nc1nnc(S(N)(=O)=O)s1,CHEMBL20,permeability,10'-6 cm/s,0.15,permeability,10'-6 cm/s,0.15,caco2_permeability,Permeability,(cm/s),ChEMBL
A,NS(=O)(=O)[C@@H]1O[C@H](CO)[C@@H](O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O,CHEMBL569168,permeability,10'-6 cm/s,0.5,permeability,10'-6 cm/s,0.5,caco2_permeability,Permeability,(cm/s),ChEMBL
A,NS(=O)(=O)[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,CHEMBL569170,permeability,10'-6 cm/s,0.4,permeability,10'-6 cm/s,0.4,caco2_permeability,Permeability,(cm/s),ChEMBL
A,CC(=O)OC[C@H]1O[C@@H](S(N)(=O)=O)[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@@H]1O[C@H]1O[C@H](COC(C)=O)[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@H]1OC(C)=O,CHEMBL573460,permeability,10'-6 cm/s,0.02,permeability,10'-6 cm/s,0.02,caco2_permeability,Permeability,(cm/s),ChEMBL
A,CC(=O)OC[C@H]1O[C@@H](S(N)(=O)=O)[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@@H]1OC(C)=O,CHEMBL568705,permeability,10'-6 cm/s,0.1,permeability,10'-6 cm/s,0.1,caco2_permeability,Permeability,(cm/s),ChEMBL
A,CC1(C)O[C@@H]2[C@@H](CO[C@@]3(COS(N)(=O)=O)OC(C)(C)O[C@@H]23)O1,CHEMBL220492,permeability,10'-6 cm/s,0.54,permeability,10'-6 cm/s,0.54,caco2_permeability,Permeability,(cm/s),ChEMBL
A,COc1ccc(CCN2C(=O)N(NS(C)(=O)=O)C[C@H]2c2ccc(OC)cc2)cc1,CHEMBL569185,permeability,10'-6cm/s,40.0,permeability,10'-6cm/s,40.0,caco2_permeability,Permeability,(cm/s),ChEMBL
A,COc1ccc(CCN2C(=O)N(NS(C)(=O)=O)C[C@H]2c2ccc(OC)cc2)cc1,CHEMBL569185,permeability,10'-6cm/s,39.0,permeability,10'-6cm/s,39.0,caco2_permeability,Permeability,(cm/s),ChEMBL
A,Cc1onc(-c2ccccc2Cl)c1C(=O)N(C)c1ccc(Cl)cc1,CHEMBL575966,permeability,nanometer/sec,422.0,permeability,nanometer/sec,422.0,caco2_permeability,Permeability,(cm/s),ChEMBL
A,Cc1ccc(N(C)C(=O)c2c(-c3ccccc3Cl)noc2C)cc1Cl,CHEMBL576138,permeability,nanometer/sec,257.0,permeability,nanometer/sec,257.0,caco2_permeability,Permeability,(cm/s),ChEMBL
A,CCN(C(=O)c1c(-c2ccccc2Cl)noc1C)c1cccc(Cl)c1,CHEMBL583110,permeability,nanometer/sec,310.0,permeability,nanometer/sec,310.0,caco2_permeability,Permeability,(cm/s),ChEMBL
A,CNCc1cc(=O)oc2cc(OCc3cccc(Cl)c3)ccc12.CS(=O)(=O)O,CHEMBL593763,permeability,%,10.0,permeability,%,10.0,caco2_permeability,Permeability,(cm/s),ChEMBL
A,CNCc1cc(=O)oc2cc(OCc3cccc(Cl)c3)ccc12.CS(=O)(=O)O,CHEMBL593763,permeability,%,33.8,permeability,%,33.8,caco2_permeability,Permeability,(cm/s),ChEMBL
A,Cc1cc(=O)oc2cc(OCc3cccc(Cl)c3)ccc12,CHEMBL575934,permeability,%,72.0,permeability,%,72.0,caco2_permeability,Permeability,(cm/s),ChEMBL
A,Cc1cc(=O)oc2cc(OCc3cccc(Cl)c3)ccc12,CHEMBL575934,permeability,%,3.7,permeability,%,3.7,caco2_permeability,Permeability,(cm/s),ChEMBL
A,NCC1CCN(c2nccc(-c3ccc4ccccc4c3)n2)CC1,CHEMBL570667,permeability,10'-6 cm/s,5.9,permeability,10'-6 cm/s,5.9,caco2_permeability,Permeability,(cm/s),ChEMBL
A,CNc1nc(NCc2ccc(NC(=O)c3ccc(F)cc3)cc2)c2ccccc2n1,CHEMBL569102,permeability,10'-6 cm/s,4.2,permeability,10'-6 cm/s,4.2,caco2_permeability,Permeability,(cm/s),ChEMBL
A,CNc1nc(NCc2ccc(NC(=O)c3ccc(Cl)nc3)cc2)c2ccccc2n1,CHEMBL569103,permeability,10'-6 cm/s,0.0,permeability,10'-6 cm/s,0.0,caco2_permeability,Permeability,(cm/s),ChEMBL
A,CNc1nc(NCc2ccc(NC(=O)c3ccc(Cl)cc3)cc2)c2ccccc2n1,CHEMBL571994,permeability,10'-6 cm/s,1.4,permeability,10'-6 cm/s,1.4,caco2_permeability,Permeability,(cm/s),ChEMBL
A,CNc1nc(NCc2ccc(NC(=O)c3ccc(-c4ccccc4)cc3)cc2)c2ccccc2n1,CHEMBL582809,permeability,10'-6 cm/s,1.2,permeability,10'-6 cm/s,1.2,caco2_permeability,Permeability,(cm/s),ChEMBL
A,CNc1nc(NCc2ccc(NC(=O)c3ccnc(Cl)c3)cc2)c2ccccc2n1,CHEMBL569754,permeability,10'-6 cm/s,0.0,permeability,10'-6 cm/s,0.0,caco2_permeability,Permeability,(cm/s),ChEMBL
A,CNc1nc(NCc2ccc(NC(=O)c3ccc(C(F)(F)F)cc3)cc2)c2ccccc2n1,CHEMBL570417,permeability,10'-6 cm/s,5.3,permeability,10'-6 cm/s,5.3,caco2_permeability,Permeability,(cm/s),ChEMBL
A,CNc1nc(NCc2ccc(NC(=O)c3cccc(Cl)c3)cc2)c2ccccc2n1,CHEMBL570418,permeability,10'-6 cm/s,3.0,permeability,10'-6 cm/s,3.0,caco2_permeability,Permeability,(cm/s),ChEMBL
A,CNc1nc(NCc2ccc(NC(=O)c3ccc(C#N)cc3)cc2)c2ccccc2n1,CHEMBL576864,permeability,10'-6 cm/s,0.2,permeability,10'-6 cm/s,0.2,caco2_permeability,Permeability,(cm/s),ChEMBL
A,CNc1nc(NCc2ccc(NC(=O)c3ccc(C)cc3)cc2)c2ccccc2n1,CHEMBL568823,permeability,10'-6 cm/s,5.8,permeability,10'-6 cm/s,5.8,caco2_permeability,Permeability,(cm/s),ChEMBL
A,CNc1nc(NCc2ccc(NC(=O)c3ccc(F)cc3)cc2)c2cccc(C)c2n1,CHEMBL570656,permeability,10'-6 cm/s,4.2,permeability,10'-6 cm/s,4.2,caco2_permeability,Permeability,(cm/s),ChEMBL
A,CNc1nc(NCc2ccc(NC(=O)c3ccc(F)cc3)cc2)c2ccc(C)cc2n1,CHEMBL583050,permeability,10'-6 cm/s,0.0,permeability,10'-6 cm/s,0.0,caco2_permeability,Permeability,(cm/s),ChEMBL
A,CNc1nc(NCc2ccc(NC(=O)c3ccc(F)cc3)cc2)c2cc(C)ccc2n1,CHEMBL568799,permeability,10'-6 cm/s,1.3,permeability,10'-6 cm/s,1.3,caco2_permeability,Permeability,(cm/s),ChEMBL
A,CNc1nc(NCc2ccc(NC(=O)c3ccc(F)cc3)cc2)c2c(C)cccc2n1,CHEMBL584735,permeability,10'-6 cm/s,2.6,permeability,10'-6 cm/s,2.6,caco2_permeability,Permeability,(cm/s),ChEMBL
A,CNc1nc(NCc2ccc(NC(=O)c3ccc(Cl)cc3)cc2)c2cccc(C)c2n1,CHEMBL569962,permeability,10'-6 cm/s,0.0,permeability,10'-6 cm/s,0.0,caco2_permeability,Permeability,(cm/s),ChEMBL
A,CNc1nc(NCc2ccc(NC(=O)c3ccc(Cl)cc3)cc2)c2ccc(C)cc2n1,CHEMBL577512,permeability,10'-6 cm/s,0.0,permeability,10'-6 cm/s,0.0,caco2_permeability,Permeability,(cm/s),ChEMBL
A,CNc1nc(NCc2ccc(NC(=O)c3ccc(Cl)cc3)cc2)c2cc(C)ccc2n1,CHEMBL568853,permeability,10'-6 cm/s,2.4,permeability,10'-6 cm/s,2.4,caco2_permeability,Permeability,(cm/s),ChEMBL
A,CNc1nc(NCc2ccc(NC(=O)c3ccc(Cl)cc3)cc2)c2c(C)cccc2n1,CHEMBL569532,permeability,10'-6 cm/s,0.9,permeability,10'-6 cm/s,0.9,caco2_permeability,Permeability,(cm/s),ChEMBL
A,CNc1nc(NCc2ccc(NC(=O)c3ccc(Cl)nc3)cc2)c2c(C)cccc2n1,CHEMBL569533,permeability,10'-6 cm/s,0.2,permeability,10'-6 cm/s,0.2,caco2_permeability,Permeability,(cm/s),ChEMBL
A,CNc1nc(NCc2ccc(NC(=O)c3ccc(Cl)nc3)cc2)c2ccc(C)cc2n1,CHEMBL583242,permeability,10'-6 cm/s,0.3,permeability,10'-6 cm/s,0.3,caco2_permeability,Permeability,(cm/s),ChEMBL
A,CNc1nc(NCc2ccc(NC(=O)c3ccc(Cl)nc3)cc2)c2cc(C)ccc2n1,CHEMBL569321,permeability,10'-6 cm/s,0.0,permeability,10'-6 cm/s,0.0,caco2_permeability,Permeability,(cm/s),ChEMBL
A,CNc1nc(NCc2ccc(NC(=O)c3ccc(Cl)nc3)cc2)c2cccc(C)c2n1,CHEMBL577072,permeability,10'-6 cm/s,1.4,permeability,10'-6 cm/s,1.4,caco2_permeability,Permeability,(cm/s),ChEMBL
A,Cc1ccc2c(NCc3ccc(NC(=O)c4ccc(F)cc4)cc3)nc(N(C)C)nc2c1,CHEMBL568851,permeability,10'-6 cm/s,1.6,permeability,10'-6 cm/s,1.6,caco2_permeability,Permeability,(cm/s),ChEMBL
A,CCCNc1nc(NCc2ccc(NC(=O)c3ccc(F)cc3)cc2)c2ccc(C)cc2n1,CHEMBL570902,permeability,10'-6 cm/s,0.0,permeability,10'-6 cm/s,0.0,caco2_permeability,Permeability,(cm/s),ChEMBL
A,Cc1ccc2c(NCc3ccc(NC(=O)c4ccc(F)cc4)cc3)nc(N3CCC3)nc2c1,CHEMBL569004,permeability,10'-6 cm/s,1.5,permeability,10'-6 cm/s,1.5,caco2_permeability,Permeability,(cm/s),ChEMBL
A,Cc1ccc2c(NCc3ccc(NC(=O)c4ccc(F)cc4)cc3)nc(N3CCCC3)nc2c1,CHEMBL569077,permeability,10'-6 cm/s,0.5,permeability,10'-6 cm/s,0.5,caco2_permeability,Permeability,(cm/s),ChEMBL
A,Cc1ccc2c(NCc3ccc(NC(=O)c4ccc(F)cc4)cc3)nc(N3CCCCC3)nc2c1,CHEMBL568800,permeability,10'-6 cm/s,2.0,permeability,10'-6 cm/s,2.0,caco2_permeability,Permeability,(cm/s),ChEMBL
A,Cc1ccc2c(NCc3ccc(NC(=O)c4ccc(F)cc4)cc3)nc(N3CCNCC3)nc2c1,CHEMBL568852,permeability,10'-6 cm/s,0.1,permeability,10'-6 cm/s,0.1,caco2_permeability,Permeability,(cm/s),ChEMBL
A,Cc1ccc2c(NCc3ccc(NC(=O)c4ccc(F)cc4)cc3)nc(N3CCN[C@H](C)C3)nc2c1,CHEMBL570194,permeability,10'-6 cm/s,0.4,permeability,10'-6 cm/s,0.4,caco2_permeability,Permeability,(cm/s),ChEMBL
A,Cc1ccc2c(NCc3ccc(NC(=O)c4ccc(F)cc4)cc3)nc(N3CCNC(C)(C)C3)nc2c1,CHEMBL569745,permeability,10'-6 cm/s,0.02,permeability,10'-6 cm/s,0.02,caco2_permeability,Permeability,(cm/s),ChEMBL
A,Cc1ccc2c(NCc3ccc(NC(=O)c4ccc(F)cc4)cc3)nc(N3CCN(C)CC3)nc2c1,CHEMBL568825,permeability,10'-6 cm/s,4.4,permeability,10'-6 cm/s,4.4,caco2_permeability,Permeability,(cm/s),ChEMBL
A,Cc1ccc2c(NCc3ccc(NC(=O)c4ccc(F)cc4)cc3)nc(N3CCOCC3)nc2c1,CHEMBL569002,permeability,10'-6 cm/s,0.0,permeability,10'-6 cm/s,0.0,caco2_permeability,Permeability,(cm/s),ChEMBL
A,CN(C)c1nc(NCc2ccc(NC(=O)c3ccc(F)cc3)cc2)c2ccc(I)cc2n1,CHEMBL569682,permeability,10'-6 cm/s,0.0,permeability,10'-6 cm/s,0.0,caco2_permeability,Permeability,(cm/s),ChEMBL
A,CN(C)c1nc(NCc2ccc(NC(=O)c3ccc(F)cc3)cc2)c2ccc(C#N)cc2n1,CHEMBL583471,permeability,10'-6 cm/s,5.6,permeability,10'-6 cm/s,5.6,caco2_permeability,Permeability,(cm/s),ChEMBL
A,CC(=O)c1ccc2c(NCc3ccc(NC(=O)c4ccc(F)cc4)cc3)nc(N(C)C)nc2c1,CHEMBL568821,permeability,10'-6 cm/s,0.7,permeability,10'-6 cm/s,0.7,caco2_permeability,Permeability,(cm/s),ChEMBL
A,CC(O)c1ccc2c(NCc3ccc(NC(=O)c4ccc(F)cc4)cc3)nc(N(C)C)nc2c1,CHEMBL585143,permeability,10'-6 cm/s,0.1,permeability,10'-6 cm/s,0.1,caco2_permeability,Permeability,(cm/s),ChEMBL
A,CN(C)c1nc(NCc2ccc(NC(=O)c3ccc(F)cc3)cc2)c2ccc(C=O)cc2n1,CHEMBL583544,permeability,10'-6 cm/s,0.0,permeability,10'-6 cm/s,0.0,caco2_permeability,Permeability,(cm/s),ChEMBL
A,CN(C)c1nc(NCc2ccc(NC(=O)c3ccc(F)cc3)cc2)c2ccc(CO)cc2n1,CHEMBL569098,permeability,10'-6 cm/s,0.0,permeability,10'-6 cm/s,0.0,caco2_permeability,Permeability,(cm/s),ChEMBL
A,CN(C)Cc1ccc2c(NCc3ccc(NC(=O)c4ccc(F)cc4)cc3)nc(N(C)C)nc2c1,CHEMBL569099,permeability,10'-6 cm/s,0.4,permeability,10'-6 cm/s,0.4,caco2_permeability,Permeability,(cm/s),ChEMBL
A,C=Cc1ccc2c(NCc3ccc(NC(=O)c4ccc(F)cc4)cc3)nc(N(C)C)nc2c1,CHEMBL569230,permeability,10'-6 cm/s,1.1,permeability,10'-6 cm/s,1.1,caco2_permeability,Permeability,(cm/s),ChEMBL
A,CCc1ccc2c(NCc3ccc(NC(=O)c4ccc(F)cc4)cc3)nc(N(C)C)nc2c1,CHEMBL569231,permeability,10'-6 cm/s,0.3,permeability,10'-6 cm/s,0.3,caco2_permeability,Permeability,(cm/s),ChEMBL
A,Nc1nc2c(ncn2COCCO)c(=O)[nH]1,CHEMBL184,permeability,10'-6 cm/s,0.8,permeability,10'-6 cm/s,0.8,caco2_permeability,Permeability,(cm/s),ChEMBL
A,CC1(C)S[C@@H]2[C@H](/N=C/N3CCCCCC3)C(=O)N2[C@H]1C(=O)O,CHEMBL530,permeability,10'-6 cm/s,0.9,permeability,10'-6 cm/s,0.9,caco2_permeability,Permeability,(cm/s),ChEMBL
A,CCOC(=O)[C@H](CCc1ccccc1)N[C@H]1CCc2ccccc2N(CC(=O)O)C1=O,CHEMBL838,permeability,10'-6 cm/s,17.0,permeability,10'-6 cm/s,17.0,caco2_permeability,Permeability,(cm/s),ChEMBL
A,CC(C)(O/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3ccccc3)CS[C@H]12)c1csc(N)n1)C(=O)O,CHEMBL44354,permeability,10'-6 cm/s,0.2,permeability,10'-6 cm/s,0.2,caco2_permeability,Permeability,(cm/s),ChEMBL
A,COCc1c(C(C)C)nc(C(C)C)c(/C=C/[C@@H](O)C[C@@H](O)CC(=O)O)c1-c1ccc(F)cc1,CHEMBL1477,permeability,10'-6 cm/s,15.0,permeability,10'-6 cm/s,15.0,caco2_permeability,Permeability,(cm/s),ChEMBL
A,O=C(O)COCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,CHEMBL1000,permeability,10'-6 cm/s,42.0,permeability,10'-6 cm/s,42.0,caco2_permeability,Permeability,(cm/s),ChEMBL
A,CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)ccc(Cl)c4[C@@](C)(O)[C@H]3C[C@@H]12,CHEMBL404520,permeability,10'-6 cm/s,3.7,permeability,10'-6 cm/s,3.7,caco2_permeability,Permeability,(cm/s),ChEMBL
A,O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O,CHEMBL8,permeability,10'-6 cm/s,2.8,permeability,10'-6 cm/s,2.8,caco2_permeability,Permeability,(cm/s),ChEMBL
A,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(C)=O)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1,CHEMBL178,permeability,10'-6 cm/s,0.3,permeability,10'-6 cm/s,0.3,caco2_permeability,Permeability,(cm/s),ChEMBL
A,CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)ccc(Cl)c4[C@@H](O)[C@H]3C[C@@H]12,CHEMBL1591,permeability,10'-6 cm/s,3.8,permeability,10'-6 cm/s,3.8,caco2_permeability,Permeability,(cm/s),ChEMBL
A,C[C@H]1c2cccc(O)c2C(=O)C2=C(O)[C@]3(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@@H]21.O,CHEMBL1200699,permeability,10'-6 cm/s,20.0,permeability,10'-6 cm/s,20.0,caco2_permeability,Permeability,(cm/s),ChEMBL
A,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)nc21,CHEMBL826,permeability,10'-6 cm/s,7.7,permeability,10'-6 cm/s,7.7,caco2_permeability,Permeability,(cm/s),ChEMBL
A,NC(N)=Nc1nc(CSCC/C(N)=N/S(N)(=O)=O)cs1,CHEMBL902,permeability,10'-6 cm/s,0.6,permeability,10'-6 cm/s,0.6,caco2_permeability,Permeability,(cm/s),ChEMBL
A,CC(C)(C(=O)O)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1,CHEMBL914,permeability,10'-6 cm/s,2.8,permeability,10'-6 cm/s,2.8,caco2_permeability,Permeability,(cm/s),ChEMBL
A,Nc1nc2c(ncn2COC(CO)CO)c(=O)[nH]1,CHEMBL182,permeability,10'-6 cm/s,0.7,permeability,10'-6 cm/s,0.7,caco2_permeability,Permeability,(cm/s),ChEMBL
A,COc1c(N2CCNC(C)C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,CHEMBL31,permeability,10'-6 cm/s,20.0,permeability,10'-6 cm/s,20.0,caco2_permeability,Permeability,(cm/s),ChEMBL
A,C[N+](C)(C)C[C@H](O)CC(=O)[O-],CHEMBL1149,permeability,10'-6 cm/s,1.3,permeability,10'-6 cm/s,1.3,caco2_permeability,Permeability,(cm/s),ChEMBL
