container_name,parameter_name,default_value,min_value,max_value
AmnioticFluid,Allometric scale factor,0.75,0.75,0.75
AmnioticFluid,Density (tissue),1.0,0.0,
ArterialBlood,Allometric scale factor,0.75,0.75,0.75
ArterialBlood,Density (tissue),1.0,0.0,
ArterialBlood,Fraction vascular,1.0,0.0,1.0
ArterialBlood,Peripheral blood flow fraction,0.0,0.0,1.0
ArterialBlood_UmbilicalCord,Allometric scale factor,0.75,0.75,0.75
ArterialBlood_UmbilicalCord,Density (tissue),1.0,0.0,
Bone,Acidic phospholipids [mg/g] - RR,0.67,0.0,1000.0
Bone,Albumin ratio (tissue/plasma),0.1,0.0,1.0
Bone,Albumin ratio (tissue/plasma)-PT,0.5,0.0,1.0
Bone,Allometric scale factor,2.0,2.0,2.0
Bone,Density (tissue),1.0,0.0,
Bone,Flow fraction via large pores,0.05,0.0,1.0
Bone,Fluid recirculation flow proportionality factor,0.96,0.0,
Bone,Fraction interstitial,0.1,0.0,1.0
Bone,Fraction of blood for sampling,1.0,0.0,1.0
Bone,Fraction vascular,0.034,0.0,1.0
Bone,Hydraulic conductivity,9.0e-12,0.0,
Bone,Lipoprotein ratio (tissue/plasma),0.05,0.0,1.0
Bone,Lymph flow proportionality factor,0.000662,0.0,
Bone,Organ volume mouse,0.00158,0.0,
Bone,Peripheral blood flow fraction,0.0,0.0,1.0
Bone,Radius (large pores),2.5e-7,0.0,
Bone,Radius (small pores),4.5e-8,0.0,
Bone,Vf (acidic phospholipids)-WS,0.0008,0.0,1.0
Bone,Vf (extracellular water)-RR,0.1,0.0,1.0
Bone,Vf (intracellular water)-RR,0.317,0.0,1.0
Bone,Vf (lipid),0.268,0.0,1.0
Bone,Vf (neutral lipid)-PT,0.074,0.0,1.0
Bone,Vf (neutral lipid)-RR,0.0174,0.0,1.0
Bone,Vf (neutral lipid)-WS,0.017,0.0,1.0
Bone,Vf (neutral phospholipid)-RR,0.0016,0.0,1.0
Bone,"Vf (neutral phospholipid, plasma)-WS",0.0022,0.0,1.0
Bone,Vf (phospholipid)-PT,0.0011,0.0,1.0
Bone,Vf (protein),0.268,0.0,1.0
Bone,Vf (protein)-WS,0.21,0.0,1.0
Bone,Vf (water),0.465,0.0,1.0
Bone,Vf (water)-PT,0.439,0.0,1.0
Bone,Vf (water)-WS,0.26,0.0,1.0
Brain,Acidic phospholipids [mg/g] - RR,0.4,0.0,1000.0
Brain,Albumin ratio (tissue/plasma),0.048,0.0,1.0
Brain,Albumin ratio (tissue/plasma)-PT,0.5,0.0,1.0
Brain,Allometric scale factor,0.0,0.0,0.0
Brain,Density (tissue),1.0,0.0,
Brain,Flow fraction via large pores,0.05,0.0,1.0
Brain,Fluid recirculation flow proportionality factor,0.404,0.0,
Brain,Fraction interstitial,0.004,0.0,1.0
Brain,Fraction of blood for sampling,1.0,0.0,1.0
Brain,Fraction vascular,0.039,0.0,1.0
Brain,Hydraulic conductivity,5.0e-14,0.0,
Brain,Lipoprotein ratio (tissue/plasma),0.041,0.0,1.0
Brain,Lymph flow proportionality factor,7.27e-5,0.0,
Brain,Organ volume mouse,0.00017,0.0,
Brain,Radius (large pores),2.5e-7,0.0,
Brain,Radius (small pores),4.5e-8,0.0,
Brain,Vf (acidic phospholipids)-WS,0.0143,0.0,1.0
Brain,Vf (extracellular water)-RR,0.162,0.0,1.0
Brain,Vf (intracellular water)-RR,0.591,0.0,1.0
Brain,Vf (lipid),0.11,0.0,1.0
Brain,Vf (neutral lipid)-PT,0.051,0.0,1.0
Brain,Vf (neutral lipid)-RR,0.0391,0.0,1.0
Brain,Vf (neutral lipid)-WS,0.0429,0.0,1.0
Brain,Vf (neutral phospholipid)-RR,0.0015,0.0,1.0
Brain,"Vf (neutral phospholipid, plasma)-WS",0.0528,0.0,1.0
Brain,Vf (phospholipid)-PT,0.0565,0.0,1.0
Brain,Vf (protein),0.081,0.0,1.0
Brain,Vf (protein)-WS,0.08,0.0,1.0
Brain,Vf (water),0.808,0.0,1.0
Brain,Vf (water)-PT,0.77,0.0,1.0
Brain,Vf (water)-WS,0.79,0.0,1.0
Breasts,Acidic phospholipids [mg/g] - RR,0.1,0.0,1000.0
Breasts,Allometric scale factor,0.75,0.75,0.75
Breasts,Density (tissue),1.0,0.0,
Breasts,Fraction interstitial,0.298,0.0,1.0
Breasts,Fraction vascular,0.1,0.0,1.0
Breasts,Vf (acidic phospholipids)-WS,0.0001,0.0,1.0
Breasts,Vf (extracellular water)-RR,0.331,0.0,1.0
Breasts,Vf (intracellular water)-RR,0.344,0.0,1.0
Breasts,Vf (lipid),0.074,0.0,1.0
Breasts,Vf (neutral lipid)-PT,0.073,0.0,1.0
Breasts,Vf (neutral lipid)-RR,0.073,0.0,1.0
Breasts,Vf (neutral lipid)-WS,0.073,0.0,1.0
Breasts,Vf (neutral phospholipid)-RR,0.0003,0.0,1.0
Breasts,"Vf (neutral phospholipid, plasma)-WS",0.0003,0.0,1.0
Breasts,Vf (phospholipid)-PT,0.0004,0.0,1.0
Breasts,Vf (protein),0.2,0.0,1.0
Breasts,Vf (protein)-WS,0.2,0.0,1.0
Breasts,Vf (water),0.675,0.0,1.0
Breasts,Vf (water)-PT,0.675,0.0,1.0
Breasts,Vf (water)-WS,0.675,0.0,1.0
Caecum,Acidic phospholipids [mg/g] - RR,2.41,0.0,1000.0
Caecum,Albumin ratio (tissue/plasma),0.158,0.0,1.0
Caecum,Albumin ratio (tissue/plasma)-PT,0.5,0.0,1.0
Caecum,Density (tissue),1.0,0.0,
Caecum,Effective surface area enhancement factor,1.8,0.0,
Caecum,Flow fraction via large pores,0.05,0.0,1.0
Caecum,Fraction interstitial,0.73,0.0,1.0
Caecum,Fraction mucosa,0.19,0.0,1.0
Caecum,Fraction of blood for sampling,1.0,0.0,1.0
Caecum,Fraction of regional blood flow rate,0.084706,0.0,
Caecum,Fraction vascular,0.13,0.0,1.0
Caecum,Fractional steady state fill level,0.0060009,0.0,
Caecum,Hydraulic conductivity,1.86944444444444e-10,0.0,
Caecum,Intestinal transit rate,18.3333,0.0,
Caecum,L_p0,0.1152851235,,
Caecum,L_p1,0.026864843,,
Caecum,Lipoprotein ratio (tissue/plasma),0.141,0.0,1.0
Caecum,Microvilli factor,1.0,0.0,
Caecum,Radius (large pores),2.5e-7,0.0,
Caecum,Radius (small pores),4.5e-8,0.0,
Caecum,Thickness_p1,-0.00877,,
Caecum,Thickness_p2,0.0446435379,,
Caecum,Thickness_p3,-0.0897885,,
Caecum,Vf (acidic phospholipids)-WS,0.0035,0.0,1.0
Caecum,Vf (extracellular water)-RR,0.282,0.0,1.0
Caecum,Vf (intracellular water)-RR,0.456,0.0,1.0
Caecum,Vf (lipid),0.06,0.0,1.0
Caecum,Vf (neutral lipid)-PT,0.0487,0.0,1.0
Caecum,Vf (neutral lipid)-RR,0.0375,0.0,1.0
Caecum,Vf (neutral lipid)-WS,0.0483,0.0,1.0
Caecum,Vf (neutral phospholipid)-RR,0.0124,0.0,1.0
Caecum,"Vf (neutral phospholipid, plasma)-WS",0.0182,0.0,1.0
Caecum,Vf (phospholipid)-PT,0.0163,0.0,1.0
Caecum,Vf (protein),0.08,0.0,1.0
Caecum,Vf (protein)-WS,0.15,0.0,1.0
Caecum,Vf (water),0.8,0.0,1.0
Caecum,Vf (water)-PT,0.718,0.0,1.0
Caecum,Vf (water)-WS,0.78,0.0,1.0
Caecum,pH,5.7,0.0,14.0
Caecum,r1_p0,0.067256381,,
Caecum,r1_p1,0.015672726,,
Caecum,r2_p0,0.067256381,,
Caecum,r2_p1,0.015672726,,
ColonAscendens,Acidic phospholipids [mg/g] - RR,2.41,0.0,1000.0
ColonAscendens,Albumin ratio (tissue/plasma),0.158,0.0,1.0
ColonAscendens,Albumin ratio (tissue/plasma)-PT,0.5,0.0,1.0
ColonAscendens,Density (tissue),1.0,0.0,
ColonAscendens,Effective surface area enhancement factor,2.5,0.0,
ColonAscendens,Flow fraction via large pores,0.05,0.0,1.0
ColonAscendens,Fraction interstitial,0.73,0.0,1.0
ColonAscendens,Fraction mucosa,0.19,0.0,1.0
ColonAscendens,Fraction of blood for sampling,1.0,0.0,1.0
ColonAscendens,Fraction of regional blood flow rate,0.15529,0.0,
ColonAscendens,Fraction vascular,0.13,0.0,1.0
ColonAscendens,Fractional steady state fill level,0.0060009,0.0,
ColonAscendens,Hydraulic conductivity,1.86944444444444e-10,0.0,
ColonAscendens,Intestinal transit rate,10.0,0.0,
ColonAscendens,L_p0,0.3117189273,,
ColonAscendens,L_p1,0.075727844,,
ColonAscendens,Lipoprotein ratio (tissue/plasma),0.141,0.0,1.0
ColonAscendens,Microvilli factor,1.0,0.0,
ColonAscendens,Radius (large pores),2.5e-7,0.0,
ColonAscendens,Radius (small pores),4.5e-8,0.0,
ColonAscendens,Thickness_p1,-0.00554,,
ColonAscendens,Thickness_p2,0.0280138174,,
ColonAscendens,Thickness_p3,-0.09106073,,
ColonAscendens,Vf (acidic phospholipids)-WS,0.0035,0.0,1.0
ColonAscendens,Vf (extracellular water)-RR,0.282,0.0,1.0
ColonAscendens,Vf (intracellular water)-RR,0.456,0.0,1.0
ColonAscendens,Vf (lipid),0.06,0.0,1.0
ColonAscendens,Vf (neutral lipid)-PT,0.0487,0.0,1.0
ColonAscendens,Vf (neutral lipid)-RR,0.0375,0.0,1.0
ColonAscendens,Vf (neutral lipid)-WS,0.0483,0.0,1.0
ColonAscendens,Vf (neutral phospholipid)-RR,0.0124,0.0,1.0
ColonAscendens,"Vf (neutral phospholipid, plasma)-WS",0.0182,0.0,1.0
ColonAscendens,Vf (phospholipid)-PT,0.0163,0.0,1.0
ColonAscendens,Vf (protein),0.08,0.0,1.0
ColonAscendens,Vf (protein)-WS,0.15,0.0,1.0
ColonAscendens,Vf (water),0.8,0.0,1.0
ColonAscendens,Vf (water)-PT,0.718,0.0,1.0
ColonAscendens,Vf (water)-WS,0.78,0.0,1.0
ColonAscendens,pH,5.6,0.0,14.0
ColonAscendens,r1_p0,0.067256381,,
ColonAscendens,r1_p1,0.015672726,,
ColonAscendens,r2_p0,0.067256381,,
ColonAscendens,r2_p1,0.015672726,,
ColonDescendens,Acidic phospholipids [mg/g] - RR,2.41,0.0,1000.0
ColonDescendens,Albumin ratio (tissue/plasma),0.158,0.0,1.0
ColonDescendens,Albumin ratio (tissue/plasma)-PT,0.5,0.0,1.0
ColonDescendens,Density (tissue),1.0,0.0,
ColonDescendens,Effective surface area enhancement factor,2.5,0.0,
ColonDescendens,Flow fraction via large pores,0.05,0.0,1.0
ColonDescendens,Fraction interstitial,0.74,0.0,1.0
ColonDescendens,Fraction mucosa,0.14,0.0,1.0
ColonDescendens,Fraction of blood for sampling,1.0,0.0,1.0
ColonDescendens,Fraction of regional blood flow rate,0.24,0.0,
